1.70000000e+00,1.22481091e-07,4.30000000e-02,8.34560000e+01,1.68100000e+00,1.29050000e+01,1.91500000e+00,4.00000000e-01
1.80000000e+00,1.84669677e-07,1.63000000e-01,7.96140000e+01,2.51200000e+00,1.49590000e+01,2.75200000e+00,4.00000000e-01
1.90000000e+00,2.34548583e-07,5.20000000e-01,7.56540000e+01,3.64000000e+00,1.62690000e+01,3.91700000e+00,4.00000000e-01
2.00000000e+00,2.69874581e-07,1.29700000e+00,7.09580000e+01,4.91600000e+00,1.80750000e+01,4.75400000e+00,4.00000000e-01
2.10000000e+00,2.97385510e-07,2.38600000e+00,6.62110000e+01,6.14400000e+00,1.98030000e+01,5.45600000e+00,4.00000000e-01
2.20000000e+00,3.42627242e-07,3.78000000e+00,6.11400000e+01,7.35800000e+00,2.17640000e+01,5.95800000e+00,4.00000000e-01
2.30000000e+00,3.77174303e-07,5.51300000e+00,5.60090000e+01,8.98500000e+00,2.28990000e+01,6.59400000e+00,4.00000000e-01
2.40000000e+00,4.15408873e-07,7.73300000e+00,5.07680000e+01,1.06110000e+01,2.36380000e+01,7.25000000e+00,4.00000000e-01
2.50000000e+00,4.39467408e-07,9.69000000e+00,4.54960000e+01,1.21170000e+01,2.46360000e+01,8.06100000e+00,4.00000000e-01
2.60000000e+00,4.58327861e-07,1.18610000e+01,4.04380000e+01,1.32340000e+01,2.59000000e+01,8.56700000e+00,4.00000000e-01
2.70000000e+00,4.79026745e-07,1.33420000e+01,3.58070000e+01,1.39000000e+01,2.77790000e+01,9.17200000e+00,4.00000000e-01
2.80000000e+00,5.04485101e-07,1.54700000e+01,3.13180000e+01,1.45270000e+01,2.93780000e+01,9.30700000e+00,4.00000000e-01
2.90000000e+00,5.26850093e-07,1.51630000e+01,2.72650000e+01,1.32200000e+01,3.56110000e+01,8.74100000e+00,4.00000000e-01
3.00000000e+00,5.31328972e-07,1.58950000e+01,2.33830000e+01,1.24810000e+01,3.91560000e+01,9.08500000e+00,4.00000000e-01
3.10000000e+00,5.40588940e-07,1.55510000e+01,1.96860000e+01,1.15660000e+01,4.35520000e+01,9.64500000e+00,4.00000000e-01
3.20000000e+00,5.48310602e-07,1.58720000e+01,1.69990000e+01,1.10100000e+01,4.56800000e+01,1.04390000e+01,4.00000000e-01
3.30000000e+00,5.54683506e-07,1.75530000e+01,1.41370000e+01,1.11230000e+01,4.58790000e+01,1.13080000e+01,4.00000000e-01
3.40000000e+00,5.67584813e-07,1.75790000e+01,1.17040000e+01,1.01690000e+01,4.89700000e+01,1.15780000e+01,4.00000000e-01
3.50000000e+00,5.85567018e-07,1.85020000e+01,9.58400000e+00,9.67900000e+00,5.00610000e+01,1.21740000e+01,4.00000000e-01
3.60000000e+00,5.99669072e-07,1.87120000e+01,7.84100000e+00,8.74100000e+00,5.19410000e+01,1.27650000e+01,4.00000000e-01
3.70000000e+00,6.03216203e-07,1.85310000e+01,6.25600000e+00,7.99500000e+00,5.39420000e+01,1.32760000e+01,4.00000000e-01
3.80000000e+00,6.09076055e-07,1.92910000e+01,5.04900000e+00,7.63000000e+00,5.35880000e+01,1.44420000e+01,4.00000000e-01
3.90000000e+00,6.17631094e-07,1.98440000e+01,3.99700000e+00,7.06200000e+00,5.38730000e+01,1.52240000e+01,4.00000000e-01
4.00000000e+00,6.17368173e-07,2.06600000e+01,3.04600000e+00,6.80200000e+00,5.36960000e+01,1.57960000e+01,4.00000000e-01
4.10000000e+00,6.30100156e-07,2.15070000e+01,2.40700000e+00,6.30600000e+00,5.32450000e+01,1.65350000e+01,4.00000000e-01
4.20000000e+00,6.38623574e-07,2.24100000e+01,1.95200000e+00,5.78700000e+00,5.30130000e+01,1.68380000e+01,4.00000000e-01
4.30000000e+00,6.35270818e-07,2.31520000e+01,1.49800000e+00,5.32600000e+00,5.25020000e+01,1.75220000e+01,4.00000000e-01
4.40000000e+00,6.46664880e-07,2.41490000e+01,1.13800000e+00,5.22700000e+00,5.12170000e+01,1.82690000e+01,4.00000000e-01
4.50000000e+00,6.47555149e-07,2.52830000e+01,7.86000000e-01,5.24700000e+00,4.98310000e+01,1.88530000e+01,4.00000000e-01
4.60000000e+00,6.47546235e-07,2.61800000e+01,6.13000000e-01,4.91600000e+00,4.88550000e+01,1.94360000e+01,4.00000000e-01
4.70000000e+00,6.67027936e-07,2.62330000e+01,4.49000000e-01,4.05100000e+00,5.03080000e+01,1.89590000e+01,4.00000000e-01
4.80000000e+00,6.81099080e-07,2.78970000e+01,3.36000000e-01,4.65000000e+00,4.72760000e+01,1.98410000e+01,4.00000000e-01
4.90000000e+00,6.86785314e-07,2.80530000e+01,2.52000000e-01,3.74600000e+00,4.78520000e+01,2.00970000e+01,4.00000000e-01
5.00000000e+00,6.99516136e-07,2.85590000e+01,1.79000000e-01,3.54900000e+00,4.68900000e+01,2.08230000e+01,4.00000000e-01
5.10000000e+00,7.18188381e-07,2.96270000e+01,1.33000000e-01,3.70800000e+00,4.51830000e+01,2.13490000e+01,4.00000000e-01
5.20000000e+00,7.33133226e-07,3.01640000e+01,8.90000000e-02,3.12400000e+00,4.56510000e+01,2.09720000e+01,4.00000000e-01
5.30000000e+00,7.49344609e-07,3.09850000e+01,5.60000000e-02,3.05700000e+00,4.45800000e+01,2.13220000e+01,4.00000000e-01
5.40000000e+00,7.52704630e-07,3.23080000e+01,3.40000000e-02,3.20400000e+00,4.22330000e+01,2.22210000e+01,4.00000000e-01
