1.80000000e+00,1.32195450e-07,3.20000000e-02
1.90000000e+00,2.01112560e-07,1.77000000e-01
2.00000000e+00,2.32677715e-07,6.69000000e-01
2.10000000e+00,2.65432947e-07,1.61600000e+00
2.20000000e+00,2.99570950e-07,3.16600000e+00
2.30000000e+00,3.31658595e-07,4.96300000e+00
2.40000000e+00,3.73190793e-07,7.51000000e+00
2.50000000e+00,3.87569446e-07,9.36200000e+00
2.60000000e+00,4.12974230e-07,1.18350000e+01
2.70000000e+00,4.44582524e-07,1.41320000e+01
2.80000000e+00,4.67107834e-07,1.54910000e+01
2.90000000e+00,4.88552523e-07,1.65760000e+01
3.00000000e+00,5.03072355e-07,1.66180000e+01
3.10000000e+00,5.07344349e-07,1.60430000e+01
3.20000000e+00,5.08707359e-07,1.70930000e+01
3.30000000e+00,5.12919266e-07,1.77520000e+01
3.40000000e+00,5.32783747e-07,1.85100000e+01
3.50000000e+00,5.48159312e-07,1.92880000e+01
3.60000000e+00,5.64234011e-07,1.90380000e+01
3.70000000e+00,5.73399360e-07,1.87370000e+01
3.80000000e+00,5.78663132e-07,1.90190000e+01
3.90000000e+00,5.83292931e-07,2.00990000e+01
4.00000000e+00,5.92624064e-07,2.08790000e+01
4.10000000e+00,6.02012362e-07,2.19490000e+01
4.20000000e+00,6.11359199e-07,2.28470000e+01
4.30000000e+00,6.06683021e-07,2.39020000e+01
4.40000000e+00,6.19222078e-07,2.48080000e+01
4.50000000e+00,6.17540909e-07,2.53340000e+01
4.60000000e+00,6.33376516e-07,2.68420000e+01
4.70000000e+00,6.39338581e-07,2.75250000e+01
