1.70000000e+00,1.34923482e-07,3.70000000e-02
1.80000000e+00,1.97228842e-07,1.67000000e-01
1.90000000e+00,2.26820017e-07,5.40000000e-01
2.00000000e+00,2.61904721e-07,1.17400000e+00
2.10000000e+00,3.03682864e-07,2.19600000e+00
2.20000000e+00,3.43879259e-07,3.68100000e+00
2.30000000e+00,3.81763549e-07,5.87600000e+00
2.40000000e+00,4.13890504e-07,7.39000000e+00
2.50000000e+00,4.32159109e-07,9.40100000e+00
2.60000000e+00,4.69102974e-07,1.17840000e+01
2.70000000e+00,4.90095909e-07,1.35250000e+01
2.80000000e+00,5.10412249e-07,1.51670000e+01
2.90000000e+00,5.15003117e-07,1.51050000e+01
3.00000000e+00,5.41060145e-07,1.57570000e+01
3.10000000e+00,5.43689256e-07,1.58520000e+01
3.20000000e+00,5.50349976e-07,1.57250000e+01
3.30000000e+00,5.56749392e-07,1.72770000e+01
3.40000000e+00,5.65385342e-07,1.81000000e+01
3.50000000e+00,5.86164243e-07,1.88320000e+01
3.60000000e+00,5.95351600e-07,1.87150000e+01
3.70000000e+00,6.04408480e-07,1.83800000e+01
3.80000000e+00,6.21585277e-07,1.92150000e+01
3.90000000e+00,6.23485493e-07,1.94590000e+01
4.00000000e+00,6.29067868e-07,2.07570000e+01
4.10000000e+00,6.34799155e-07,2.16540000e+01
4.20000000e+00,6.31916213e-07,2.31610000e+01
4.30000000e+00,6.38430342e-07,2.34300000e+01
4.40000000e+00,6.41598988e-07,2.39310000e+01
4.50000000e+00,6.48930360e-07,2.51860000e+01
4.60000000e+00,6.55295720e-07,2.57030000e+01
