1.70000000e+00,1.49914912e-07,3.50000000e-02
1.80000000e+00,1.87923787e-07,1.79000000e-01
1.90000000e+00,2.35535910e-07,4.69000000e-01
2.00000000e+00,2.65190421e-07,1.21700000e+00
2.10000000e+00,3.01526659e-07,2.36100000e+00
2.20000000e+00,3.46444583e-07,3.86000000e+00
2.30000000e+00,3.82059065e-07,5.23100000e+00
2.40000000e+00,4.11025518e-07,7.68800000e+00
2.50000000e+00,4.42492102e-07,9.53000000e+00
2.60000000e+00,4.67071055e-07,1.19780000e+01
2.70000000e+00,4.78173383e-07,1.40620000e+01
2.80000000e+00,5.08733024e-07,1.52400000e+01
2.90000000e+00,5.17347276e-07,1.61310000e+01
3.00000000e+00,5.36632693e-07,1.55020000e+01
3.10000000e+00,5.44968642e-07,1.54820000e+01
3.20000000e+00,5.45984173e-07,1.62120000e+01
3.30000000e+00,5.54887925e-07,1.74820000e+01
3.40000000e+00,5.66952517e-07,1.83900000e+01
3.50000000e+00,5.82203686e-07,1.87290000e+01
3.60000000e+00,5.96632145e-07,1.85290000e+01
3.70000000e+00,6.09018863e-07,1.84510000e+01
3.80000000e+00,6.19531793e-07,1.90500000e+01
3.90000000e+00,6.16780487e-07,1.96720000e+01
4.00000000e+00,6.27835768e-07,2.06880000e+01
4.10000000e+00,6.31744117e-07,2.10580000e+01
4.20000000e+00,6.39605475e-07,2.27660000e+01
4.30000000e+00,6.40278892e-07,2.31740000e+01
4.40000000e+00,6.39766112e-07,2.40120000e+01
4.50000000e+00,6.53879667e-07,2.49920000e+01
4.60000000e+00,6.63092955e-07,2.58560000e+01
1.70000000e+00,2.61239029e-07,4.40000000e-02
1.80000000e+00,3.25179858e-07,1.64000000e-01
1.90000000e+00,4.23720911e-07,5.19000000e-01
2.00000000e+00,4.86651848e-07,1.13000000e+00
2.10000000e+00,5.69106648e-07,2.41400000e+00
2.20000000e+00,6.36589366e-07,3.81600000e+00
2.30000000e+00,6.98332903e-07,5.46200000e+00
2.40000000e+00,7.44786219e-07,7.74000000e+00
2.50000000e+00,8.00496699e-07,9.49500000e+00
2.60000000e+00,8.46247506e-07,1.15940000e+01
2.70000000e+00,8.74013726e-07,1.36310000e+01
2.80000000e+00,9.13380661e-07,1.49810000e+01
2.90000000e+00,9.49011433e-07,1.57330000e+01
3.00000000e+00,9.76989705e-07,1.53830000e+01
3.10000000e+00,9.86448123e-07,1.56320000e+01
3.20000000e+00,1.00478112e-06,1.63120000e+01
3.30000000e+00,1.02894100e-06,1.71550000e+01
3.40000000e+00,1.03830531e-06,1.82880000e+01
3.50000000e+00,1.06462499e-06,1.84850000e+01
3.60000000e+00,1.09163351e-06,1.85470000e+01
3.70000000e+00,1.10488220e-06,1.83360000e+01
3.80000000e+00,1.11382132e-06,1.92140000e+01
3.90000000e+00,1.12851853e-06,2.02440000e+01
4.00000000e+00,1.14871697e-06,2.09100000e+01
4.10000000e+00,1.16404275e-06,2.13700000e+01
4.20000000e+00,1.15398241e-06,2.25380000e+01
4.30000000e+00,1.16188535e-06,2.36290000e+01
4.40000000e+00,1.15591428e-06,2.44210000e+01
4.50000000e+00,1.18483473e-06,2.47830000e+01
4.60000000e+00,1.19882351e-06,2.59920000e+01
