1.75000000e+00,1.13716668e-07,5.02000000e-01
1.85000000e+00,1.44619032e-07,9.25000000e-01
1.95000000e+00,1.61509639e-07,1.43900000e+00
2.05000000e+00,1.89229694e-07,2.25100000e+00
2.15000000e+00,2.03467213e-07,3.20500000e+00
2.25000000e+00,2.24111284e-07,5.18900000e+00
2.35000000e+00,2.45381135e-07,6.75300000e+00
2.45000000e+00,2.74307417e-07,8.40400000e+00
2.55000000e+00,2.95573723e-07,1.05240000e+01
2.65000000e+00,3.11694797e-07,1.17050000e+01
2.75000000e+00,3.30965851e-07,1.37630000e+01
2.85000000e+00,3.50185725e-07,1.66440000e+01
2.95000000e+00,3.67498081e-07,1.88670000e+01
3.05000000e+00,3.83676205e-07,2.20780000e+01
3.15000000e+00,4.01799216e-07,2.56660000e+01
3.25000000e+00,4.19226190e-07,2.79660000e+01
3.35000000e+00,4.34830193e-07,3.01930000e+01
3.45000000e+00,4.44559023e-07,3.10050000e+01
3.55000000e+00,4.57155878e-07,3.16270000e+01
3.65000000e+00,4.64244269e-07,3.08660000e+01
3.75000000e+00,4.68803066e-07,3.00770000e+01
3.85000000e+00,4.71776050e-07,3.04550000e+01
3.95000000e+00,4.73134284e-07,3.00720000e+01
4.05000000e+00,4.73333507e-07,3.04510000e+01
4.15000000e+00,4.77234661e-07,3.15340000e+01
4.25000000e+00,4.79319630e-07,3.11260000e+01
4.35000000e+00,4.74179362e-07,3.07630000e+01
4.45000000e+00,4.72820735e-07,3.07690000e+01
4.55000000e+00,4.67491990e-07,3.16090000e+01
4.65000000e+00,4.71312362e-07,3.25480000e+01
1.75000000e+00,1.14028906e-07,4.56000000e-01
1.85000000e+00,1.45143627e-07,8.90000000e-01
1.95000000e+00,1.66076502e-07,1.47800000e+00
2.05000000e+00,1.92212732e-07,2.07000000e+00
2.15000000e+00,2.08057140e-07,3.68900000e+00
2.25000000e+00,2.27914499e-07,5.28200000e+00
2.35000000e+00,2.53220312e-07,7.34000000e+00
2.45000000e+00,2.75063850e-07,9.03400000e+00
2.55000000e+00,2.97378607e-07,1.02860000e+01
2.65000000e+00,3.11805656e-07,1.16680000e+01
2.75000000e+00,3.30838396e-07,1.38300000e+01
2.85000000e+00,3.52077579e-07,1.66300000e+01
2.95000000e+00,3.64090839e-07,1.88780000e+01
3.05000000e+00,3.81724062e-07,2.18990000e+01
3.15000000e+00,4.01308862e-07,2.50520000e+01
3.25000000e+00,4.17182592e-07,2.72310000e+01
3.35000000e+00,4.34299177e-07,2.98550000e+01
3.45000000e+00,4.46814154e-07,3.11520000e+01
3.55000000e+00,4.62316368e-07,3.18410000e+01
3.65000000e+00,4.67336543e-07,3.10620000e+01
3.75000000e+00,4.68340297e-07,2.97900000e+01
3.85000000e+00,4.71440759e-07,2.99130000e+01
3.95000000e+00,4.69550089e-07,2.98760000e+01
4.05000000e+00,4.77389942e-07,3.06980000e+01
4.15000000e+00,4.77975536e-07,3.08050000e+01
4.25000000e+00,4.78616298e-07,3.07490000e+01
4.35000000e+00,4.77608294e-07,3.06540000e+01
4.45000000e+00,4.72581685e-07,3.05340000e+01
4.55000000e+00,4.64295277e-07,3.13680000e+01
4.65000000e+00,4.67290685e-07,3.29280000e+01
1.76000000e+00,1.14483540e-07,4.15000000e-01,6.00000000e-02
1.86000000e+00,1.37474093e-07,8.11000000e-01,6.00000000e-02
1.96000000e+00,1.59271072e-07,1.32200000e+00,6.00000000e-02
2.06000000e+00,1.89021368e-07,2.15300000e+00,6.00000000e-02
2.16000000e+00,2.07621596e-07,3.57100000e+00,6.00000000e-02
2.26000000e+00,2.29262021e-07,5.11500000e+00,6.00000000e-02
2.36000000e+00,2.48595323e-07,6.80400000e+00,6.00000000e-02
2.46000000e+00,2.78927501e-07,8.54300000e+00,6.00000000e-02
2.56000000e+00,2.98025309e-07,1.04830000e+01,6.00000000e-02
2.66000000e+00,3.16206096e-07,1.15360000e+01,6.00000000e-02
2.76000000e+00,3.32805756e-07,1.42940000e+01,6.00000000e-02
2.86000000e+00,3.45479910e-07,1.59610000e+01,6.00000000e-02
2.96000000e+00,3.66092184e-07,1.93040000e+01,6.00000000e-02
3.06000000e+00,3.87704442e-07,2.19730000e+01,6.00000000e-02
3.16000000e+00,4.03466419e-07,2.47930000e+01,6.00000000e-02
3.26000000e+00,4.19976261e-07,2.78710000e+01,6.00000000e-02
3.36000000e+00,4.32933348e-07,3.06050000e+01,6.00000000e-02
3.46000000e+00,4.44951712e-07,3.10120000e+01,6.00000000e-02
3.56000000e+00,4.60630153e-07,3.13610000e+01,6.00000000e-02
3.66000000e+00,4.62043050e-07,3.08920000e+01,6.00000000e-02
3.76000000e+00,4.64176596e-07,3.03360000e+01,6.00000000e-02
3.86000000e+00,4.66069690e-07,2.97850000e+01,6.00000000e-02
3.96000000e+00,4.72814117e-07,3.00010000e+01,6.00000000e-02
4.06000000e+00,4.77718365e-07,3.06820000e+01,6.00000000e-02
4.16000000e+00,4.73185524e-07,3.08680000e+01,6.00000000e-02
4.26000000e+00,4.76671184e-07,3.04650000e+01,6.00000000e-02
4.36000000e+00,4.70748855e-07,3.00890000e+01,6.00000000e-02
4.46000000e+00,4.72567147e-07,3.01990000e+01,6.00000000e-02
4.56000000e+00,4.67458464e-07,3.09950000e+01,6.00000000e-02
4.66000000e+00,4.66903301e-07,3.18470000e+01,6.00000000e-02
1.78000000e+00,1.09066921e-07,3.67000000e-01,8.00000000e-02
1.88000000e+00,1.43388532e-07,7.97000000e-01,8.00000000e-02
1.98000000e+00,1.68708514e-07,1.32700000e+00,8.00000000e-02
2.08000000e+00,1.83678470e-07,2.27700000e+00,8.00000000e-02
2.18000000e+00,2.11997187e-07,3.62600000e+00,8.00000000e-02
2.28000000e+00,2.37788752e-07,5.32300000e+00,8.00000000e-02
2.38000000e+00,2.54386024e-07,7.05600000e+00,8.00000000e-02
2.48000000e+00,2.77858634e-07,8.82300000e+00,8.00000000e-02
2.58000000e+00,2.95005950e-07,9.90900000e+00,8.00000000e-02
2.68000000e+00,3.13534062e-07,1.18560000e+01,8.00000000e-02
2.78000000e+00,3.31700417e-07,1.40100000e+01,8.00000000e-02
2.88000000e+00,3.52077416e-07,1.63180000e+01,8.00000000e-02
2.98000000e+00,3.67709885e-07,1.99590000e+01,8.00000000e-02
3.08000000e+00,3.87555678e-07,2.23380000e+01,8.00000000e-02
3.18000000e+00,4.02301654e-07,2.55410000e+01,8.00000000e-02
