1.74000000e+00,1.30967753e-07,2.06000000e-01
1.84000000e+00,1.63309965e-07,4.32000000e-01
1.94000000e+00,2.13207321e-07,6.95000000e-01
2.04000000e+00,2.33711321e-07,1.15000000e+00
2.14000000e+00,2.61342222e-07,1.61000000e+00
2.24000000e+00,2.87980281e-07,2.59800000e+00
2.34000000e+00,3.24713789e-07,3.68800000e+00
2.44000000e+00,3.54272322e-07,4.76200000e+00
2.54000000e+00,3.77168301e-07,5.69200000e+00
2.64000000e+00,3.95323319e-07,6.76400000e+00
2.74000000e+00,4.29117923e-07,7.64400000e+00
2.84000000e+00,4.49281131e-07,9.16300000e+00
2.94000000e+00,4.67746930e-07,1.12220000e+01
3.04000000e+00,4.84477530e-07,1.29200000e+01
3.14000000e+00,5.08317309e-07,1.54520000e+01
3.24000000e+00,5.26477248e-07,1.70270000e+01
3.34000000e+00,5.51134654e-07,1.91820000e+01
3.44000000e+00,5.73477604e-07,2.15230000e+01
3.54000000e+00,5.84693503e-07,2.27410000e+01
3.64000000e+00,5.94376552e-07,2.28690000e+01
3.74000000e+00,6.00868942e-07,2.30100000e+01
3.84000000e+00,6.22101763e-07,2.29630000e+01
3.94000000e+00,6.22301739e-07,2.24320000e+01
4.04000000e+00,6.21109786e-07,2.31190000e+01
4.14000000e+00,6.34743383e-07,2.33600000e+01
4.24000000e+00,6.41524085e-07,2.42500000e+01
4.34000000e+00,6.42313503e-07,2.31220000e+01
4.44000000e+00,6.46387418e-07,2.33120000e+01
4.54000000e+00,6.39827739e-07,2.43720000e+01
4.64000000e+00,6.46921253e-07,2.46070000e+01
